renorm_step,running_lambda
3613,0.884031
3614,0.884821
3615,0.885914
3616,0.887218
3617,0.888628
3618,0.890011
3619,0.891169
3620,0.891807
3621,0.891626
3622,0.890839
3623,0.890083
3624,0.889097
3625,0.887728
3626,0.886413
3627,0.885574
3628,0.885376
3629,0.885867
3630,0.886990
3631,0.888559
3632,0.890372
3633,0.892269
3634,0.894089
3635,0.895586
3636,0.896376
3637,0.896139
3638,0.895265
3639,0.894195
3640,0.892680
3641,0.890917
3642,0.889366
3643,0.888245
3644,0.887509
3645,0.887138
3646,0.887227
3647,0.887864
3648,0.888995
3649,0.890438
3650,0.891963
3651,0.893273
3652,0.893950
3653,0.893641
3654,0.892722
3655,0.891566
3656,0.889931
3657,0.888188
3658,0.886934
3659,0.886329
3660,0.886229
3661,0.886559
3662,0.887293
3663,0.888352
3664,0.889590
3665,0.890800
3666,0.891685
3667,0.891861
3668,0.891217
3669,0.890359
3670,0.889336
3671,0.887888
3672,0.886476
3673,0.885623
3674,0.885430
3675,0.885823
3676,0.886753
3677,0.888127
3678,0.889826
3679,0.891751
3680,0.893839
3681,0.896051
3682,0.898360
3683,0.900741
3684,0.903156
3685,0.905534
3686,0.907710
3687,0.909315
3688,0.909791
3689,0.909060
3690,0.907657
3691,0.905586
3692,0.903115
3693,0.900753
3694,0.898847
3695,0.897394
3696,0.896399
3697,0.896298
3698,0.897211
3699,0.898281
3700,0.898749
3701,0.898397
3702,0.897684
3703,0.897209
3704,0.896760
3705,0.896086
3706,0.895256
3707,0.894365
3708,0.893441
3709,0.892545
3710,0.892034
3711,0.892503
3712,0.893635
3713,0.894433
3714,0.894378
3715,0.893709
3716,0.893126
3717,0.892660
3718,0.892039
3719,0.891299
3720,0.890557
3721,0.889840
3722,0.889101
3723,0.888273
3724,0.887402
3725,0.887020
3726,0.887699
3727,0.888458
3728,0.888365
3729,0.887708
3730,0.887180
3731,0.886812
3732,0.886478
3733,0.886270
3734,0.886295
3735,0.886573
3736,0.887055
3737,0.887641
3738,0.888168
3739,0.888395
3740,0.888062
3741,0.887285
3742,0.886738
3743,0.886151
3744,0.885130
3745,0.884175
3746,0.883809
3747,0.884083
3748,0.884858
3749,0.886005
3750,0.887394
3751,0.888901
3752,0.890393
3753,0.891682
3754,0.892479
3755,0.892462
3756,0.891741
3757,0.890953
3758,0.889954
3759,0.888570
3760,0.887189
3761,0.886203
3762,0.885768
3763,0.885955
3764,0.886804
3765,0.888197
3766,0.889938
3767,0.891863
3768,0.893855
3769,0.895783
3770,0.897425
3771,0.898396
3772,0.898312
3773,0.897461
3774,0.896302
3775,0.894663
3776,0.892771
3777,0.891090
3778,0.889828
3779,0.888870
3780,0.888055
3781,0.887289
3782,0.886502
3783,0.885627
3784,0.884818
3785,0.884921
3786,0.885826
3787,0.886026
3788,0.885455
3789,0.884837
3790,0.884318
3791,0.883938
3792,0.883908
3793,0.884366
3794,0.885289
3795,0.886574
3796,0.888127
3797,0.889874
3798,0.891759
3799,0.893722
3800,0.895673
3801,0.897441
3802,0.898698
3803,0.898994
3804,0.898312
3805,0.897226
3806,0.895676
3807,0.893752
3808,0.891938
3809,0.890571
3810,0.889590
3811,0.888795
3812,0.888053
3813,0.887275
3814,0.886400
3815,0.885661
3816,0.885910
3817,0.886739
3818,0.886799
3819,0.886195
3820,0.885629
3821,0.885192
3822,0.884887
3823,0.884888
3824,0.885316
3825,0.886157
3826,0.887328
3827,0.888736
3828,0.890291
3829,0.891883
3830,0.893347
3831,0.894401
3832,0.894663
3833,0.894056
3834,0.893173
3835,0.892030
3836,0.890481
3837,0.888944
3838,0.887844
3839,0.887267
3840,0.887177
3841,0.887601
3842,0.888542
3843,0.889896
3844,0.891520
3845,0.893279
3846,0.895031
3847,0.896559
3848,0.897495
3849,0.897442
3850,0.896620
3851,0.895506
3852,0.893921
3853,0.892094
3854,0.890542
3855,0.889506
3856,0.888869
3857,0.888507
3858,0.888390
3859,0.888497
3860,0.888728
3861,0.888862
3862,0.888593
3863,0.887842
3864,0.887243
3865,0.886711
3866,0.885764
3867,0.884968
3868,0.884780
3869,0.885104
3870,0.885821
3871,0.886887
3872,0.888242
3873,0.889822
3874,0.891569
3875,0.893431
3876,0.895347
3877,0.897214
3878,0.898832
3879,0.899840
3880,0.899837
3881,0.899032
3882,0.897911
3883,0.896317
3884,0.894455
3885,0.892801
3886,0.891586
3887,0.890701
3888,0.889981
3889,0.889332
3890,0.888686
3891,0.887943
3892,0.887090
3893,0.886726
3894,0.887308
3895,0.887503
3896,0.886970
3897,0.886418
3898,0.886072
3899,0.885919
3900,0.886091
3901,0.886680
3902,0.887656
3903,0.888938
3904,0.890447
3905,0.892116
3906,0.893878
3907,0.895637
3908,0.897227
3909,0.898340
3910,0.898570
3911,0.897912
3912,0.896942
3913,0.895591
3914,0.893873
3915,0.892243
3916,0.891047
3917,0.890273
3918,0.889807
3919,0.889632
3920,0.889776
3921,0.890211
3922,0.890791
3923,0.891248
3924,0.891224
3925,0.890566
3926,0.889829
3927,0.889053
3928,0.887896
3929,0.886903
3930,0.886559
3931,0.886795
3932,0.887465
3933,0.888509
3934,0.889863
3935,0.891457
3936,0.893236
3937,0.895161
3938,0.897205
3939,0.899347
3940,0.901571
3941,0.903861
3942,0.906197
3943,0.908546
3944,0.910833
3945,0.912878
3946,0.914278
3947,0.914497
3948,0.913634
3949,0.912105
3950,0.909929
3951,0.907461
3952,0.905162
3953,0.903316
3954,0.901976
3955,0.901380
3956,0.901839
3957,0.902797
3958,0.903438
3959,0.903379
3960,0.902759
3961,0.902214
3962,0.901922
3963,0.901500
3964,0.900846
3965,0.900043
3966,0.899171
3967,0.898354
3968,0.897979
3969,0.898488
3970,0.899486
3971,0.900176
3972,0.900143
3973,0.899529
3974,0.898979
3975,0.898641
3976,0.898167
3977,0.897492
3978,0.896707
3979,0.895864
3980,0.895007
3981,0.894375
3982,0.894525
3983,0.895465
3984,0.896330
3985,0.896493
3986,0.895965
3987,0.895360
3988,0.894971
3989,0.894501
3990,0.893872
3991,0.893178
3992,0.892467
3993,0.891715
3994,0.890893
3995,0.890158
3996,0.890124
3997,0.890966
3998,0.891645
3999,0.891518
